epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,698.13,1.27872,1.58401,1.6382,0.63173,0.41519,0.38786,0.27462,0.97332,1.4123,1.41806,0.000611898,0.000611898,0.000611898
15,747.655,1.28053,1.57959,1.65234,0.6844,0.39451,0.42305,0.24312,1.49184,1.31332,1.78177,0.000604044,0.000604044,0.000604044
16,796.873,1.25884,1.52611,1.6223,0.56552,0.43144,0.49212,0.29551,1.26656,1.24088,1.63119,0.00059619,0.00059619,0.00059619
17,846.289,1.2594,1.51319,1.63876,0.62075,0.36818,0.40732,0.26272,1.12054,1.11391,1.49832,0.000588336,0.000588336,0.000588336
18,895.514,1.22339,1.48496,1.61462,0.80592,0.42546,0.48501,0.2863,1.45878,1.14638,1.7138,0.000580482,0.000580482,0.000580482
19,944.654,1.22687,1.45856,1.61478,0.5164,0.46967,0.46983,0.3024,1.14628,1.00523,1.46169,0.000572628,0.000572628,0.000572628
20,994.124,1.23627,1.4278,1.60255,0.41394,0.49426,0.46544,0.315,1.1003,1.06756,1.45499,0.000564774,0.000564774,0.000564774
21,1043.55,1.22253,1.42787,1.60352,0.48622,0.46492,0.48001,0.28074,1.4856,1.15734,1.67483,0.00055692,0.00055692,0.00055692
22,1092.81,1.20651,1.40533,1.58764,0.78583,0.43282,0.49089,0.30181,1.32225,1.05463,1.58716,0.000549066,0.000549066,0.000549066
23,1142.03,1.16841,1.34365,1.54999,0.34966,0.58884,0.51034,0.319,1.11716,1.24654,1.45847,0.000541212,0.000541212,0.000541212
24,1191.51,1.15343,1.3616,1.53327,0.77017,0.43851,0.58872,0.37485,1.1251,1.00477,1.46054,0.000533358,0.000533358,0.000533358
25,1240.9,1.14085,1.35764,1.52963,0.75195,0.47474,0.51407,0.35265,1.13346,1.07732,1.46962,0.000525504,0.000525504,0.000525504
26,1290.02,1.11916,1.27067,1.524,0.46434,0.55786,0.57852,0.40793,0.93089,0.91908,1.29504,0.00051765,0.00051765,0.00051765
27,1339.5,1.1376,1.30465,1.55302,0.50664,0.55233,0.65907,0.44203,0.86165,0.85545,1.26738,0.000509796,0.000509796,0.000509796
28,1388.95,1.13848,1.23685,1.52922,0.42159,0.55762,0.55447,0.36328,1.04539,0.91222,1.39096,0.000501942,0.000501942,0.000501942
29,1438.16,1.11909,1.28419,1.51278,0.7639,0.50794,0.58033,0.41663,0.8957,0.84667,1.28015,0.000494088,0.000494088,0.000494088
30,1487.41,1.0905,1.22586,1.48568,0.42057,0.64536,0.57974,0.38535,1.04026,0.89864,1.38909,0.000486234,0.000486234,0.000486234
31,1536.62,1.11165,1.2116,1.51125,0.80201,0.46945,0.61222,0.38288,1.13675,0.87054,1.47573,0.00047838,0.00047838,0.00047838
32,1585.79,1.07646,1.16237,1.49258,0.72063,0.61587,0.63186,0.40431,1.31753,0.83286,1.61493,0.000470526,0.000470526,0.000470526
33,1634.97,1.1089,1.19159,1.49637,0.68203,0.6497,0.63978,0.43359,0.98218,0.75992,1.33796,0.000462672,0.000462672,0.000462672
34,1684.15,1.09669,1.18379,1.49811,0.61462,0.77819,0.71186,0.44503,1.071,0.82508,1.39495,0.000454818,0.000454818,0.000454818
35,1733.64,1.05907,1.18612,1.469,0.51489,0.82406,0.75729,0.454,0.98138,0.77483,1.35489,0.000446964,0.000446964,0.000446964
36,1783.09,1.06104,1.16347,1.47959,0.3814,0.6098,0.57695,0.38093,1.18987,0.93186,1.52918,0.00043911,0.00043911,0.00043911
37,1832.24,1.06599,1.14157,1.4901,0.86861,0.6377,0.71984,0.51141,0.86239,0.67724,1.26877,0.000431256,0.000431256,0.000431256
38,1881.71,1.05667,1.12503,1.46534,0.59348,0.59011,0.67149,0.44142,1.07473,0.72528,1.40609,0.000423402,0.000423402,0.000423402
39,1930.97,1.04736,1.10473,1.45934,0.65613,0.61138,0.66699,0.49213,0.89085,0.68241,1.2722,0.000415548,0.000415548,0.000415548
40,1980.16,1.02977,1.07744,1.45241,0.49882,0.72463,0.63341,0.45502,0.8756,0.78115,1.23943,0.000407694,0.000407694,0.000407694
41,2029.35,1.02534,1.06836,1.43239,0.87282,0.6192,0.7267,0.49736,0.91269,0.67127,1.28187,0.00039984,0.00039984,0.00039984
42,2078.52,1.04501,1.092,1.46431,0.63634,0.71196,0.72707,0.46682,1.14411,0.74732,1.44564,0.000391986,0.000391986,0.000391986
43,2127.67,1.04039,1.07349,1.45201,0.59875,0.90749,0.71227,0.41741,1.30525,0.73094,1.63497,0.000384132,0.000384132,0.000384132
44,2176.85,1.03703,1.08664,1.45416,0.57131,0.80794,0.73133,0.50334,0.89451,0.68109,1.26567,0.000376278,0.000376278,0.000376278
45,2226.02,1.02639,1.03409,1.44032,0.61617,0.64699,0.68741,0.47029,0.96579,0.70942,1.3024,0.000368424,0.000368424,0.000368424
46,2275.15,0.98522,0.98911,1.41353,0.58463,0.8078,0.75406,0.50591,1.00765,0.63918,1.34217,0.00036057,0.00036057,0.00036057
47,2324.29,0.99882,1.05296,1.43267,0.64754,0.64662,0.70363,0.51908,0.9703,0.67298,1.30591,0.000352716,0.000352716,0.000352716
48,2373.67,0.99153,1.03855,1.4203,0.6136,0.67676,0.72369,0.5153,1.00142,0.66154,1.33955,0.000344862,0.000344862,0.000344862
49,2422.85,0.98732,0.97275,1.40763,0.64391,0.66566,0.68604,0.49141,1.01096,0.72642,1.35079,0.000337008,0.000337008,0.000337008
50,2471.99,0.97763,0.95819,1.40672,0.53793,0.71046,0.6865,0.53426,0.74545,0.65434,1.16915,0.000329154,0.000329154,0.000329154
51,2521.43,0.98127,0.96204,1.3947,0.62481,0.78885,0.79896,0.57181,0.82196,0.62008,1.22057,0.0003213,0.0003213,0.0003213
52,2570.82,0.96244,0.94676,1.39387,0.80474,0.74964,0.8372,0.60805,0.86018,0.61301,1.24756,0.000313446,0.000313446,0.000313446
53,2620.22,0.93346,0.9375,1.38286,0.6997,0.89112,0.83974,0.60828,0.81589,0.63616,1.22477,0.000305592,0.000305592,0.000305592
54,2669.63,0.96723,0.96439,1.40651,0.68812,0.79215,0.7104,0.51446,0.90706,0.67078,1.24387,0.000297738,0.000297738,0.000297738
55,2718.76,0.9699,0.95811,1.4039,0.66176,0.8157,0.77915,0.55155,0.90298,0.54508,1.25545,0.000289884,0.000289884,0.000289884
56,2767.92,0.94218,0.92916,1.38635,0.91249,0.61345,0.73962,0.53758,0.82708,0.55841,1.19708,0.00028203,0.00028203,0.00028203
57,2817.07,0.95894,0.94765,1.39828,0.69048,0.72151,0.75615,0.55911,0.81065,0.63878,1.20593,0.000274176,0.000274176,0.000274176
58,2866.22,0.91066,0.88711,1.36171,0.84239,0.71346,0.7589,0.55753,0.75334,0.63398,1.16218,0.000266322,0.000266322,0.000266322
59,2915.38,0.93409,0.93874,1.37126,0.85987,0.74831,0.81208,0.5916,0.83722,0.57004,1.21403,0.000258468,0.000258468,0.000258468
60,2964.54,0.9241,0.89151,1.38307,0.79806,0.7471,0.72505,0.55011,0.69609,0.60948,1.1445,0.000250614,0.000250614,0.000250614
61,3013.69,0.93946,0.89007,1.36822,0.63224,0.89919,0.76235,0.52543,1.08839,0.63608,1.41594,0.00024276,0.00024276,0.00024276
62,3062.9,0.9098,0.85692,1.34806,0.73699,0.7436,0.79195,0.52639,1.01009,0.59182,1.34263,0.000234906,0.000234906,0.000234906
63,3112.06,0.92475,0.86637,1.36911,0.72622,0.77437,0.83443,0.57819,0.82237,0.53574,1.21484,0.000227052,0.000227052,0.000227052
64,3161.3,0.88129,0.83222,1.33227,0.71231,0.66332,0.75358,0.58569,0.72441,0.5638,1.15821,0.000219198,0.000219198,0.000219198
65,3210.43,0.88196,0.8348,1.32946,0.75707,0.76012,0.79208,0.58905,0.79854,0.57634,1.1927,0.000211344,0.000211344,0.000211344
66,3259.57,0.88829,0.82877,1.3236,0.68741,0.88171,0.82249,0.62127,0.83779,0.55741,1.20142,0.00020349,0.00020349,0.00020349
67,3308.93,0.8808,0.82066,1.32747,0.74744,0.87665,0.79028,0.60666,0.73833,0.519,1.14085,0.000195636,0.000195636,0.000195636
68,3358.04,0.8776,0.84187,1.34645,0.78078,0.84442,0.85832,0.64368,0.76546,0.54945,1.17588,0.000187782,0.000187782,0.000187782
69,3407.4,0.86177,0.8155,1.32907,0.69025,0.85585,0.78084,0.61902,0.75707,0.5432,1.15512,0.000179928,0.000179928,0.000179928
70,3456.51,0.86777,0.81569,1.33507,0.73076,0.85541,0.84529,0.64875,0.75831,0.53379,1.16054,0.000172074,0.000172074,0.000172074
71,3505.86,0.84469,0.78804,1.30774,0.78235,0.85615,0.82765,0.62624,0.89503,0.54075,1.25173,0.00016422,0.00016422,0.00016422
72,3554.95,0.84179,0.78143,1.32356,0.73589,0.87038,0.82487,0.62721,0.775,0.52539,1.17138,0.000156366,0.000156366,0.000156366
73,3604.09,0.83004,0.75854,1.30347,0.87395,0.87569,0.88209,0.65534,0.6642,0.47331,1.10969,0.000148512,0.000148512,0.000148512
74,3653.4,0.83255,0.77607,1.30768,0.83704,0.87986,0.89626,0.68374,0.68668,0.4757,1.13125,0.000140658,0.000140658,0.000140658
75,3702.76,0.82061,0.77884,1.30755,0.79665,0.82735,0.83725,0.66436,0.65752,0.49411,1.10876,0.000132804,0.000132804,0.000132804
76,3751.83,0.81597,0.75973,1.28801,0.75828,0.89956,0.81562,0.64568,0.72372,0.48451,1.14148,0.00012495,0.00012495,0.00012495
77,3800.98,0.82664,0.76796,1.30339,0.80172,0.88994,0.82543,0.65597,0.56363,0.44463,1.05396,0.000117096,0.000117096,0.000117096
78,3850.06,0.8002,0.72331,1.28208,0.77218,0.89741,0.81353,0.63641,0.68366,0.49558,1.1116,0.000109242,0.000109242,0.000109242
79,3899.18,0.83014,0.76041,1.30965,0.76664,0.9117,0.83425,0.63952,0.70747,0.49191,1.11616,0.000101388,0.000101388,0.000101388
80,3948.4,0.81696,0.75013,1.30846,0.74656,0.91154,0.82063,0.64047,0.69526,0.48435,1.11326,9.3534e-05,9.3534e-05,9.3534e-05
81,3998.46,0.53022,0.41491,1.17173,0.68315,0.81356,0.79263,0.64194,0.59181,0.49023,1.0877,8.568e-05,8.568e-05,8.568e-05
82,4047.67,0.52248,0.37609,1.16766,0.69549,0.93231,0.77796,0.61465,0.63264,0.49962,1.09914,7.7826e-05,7.7826e-05,7.7826e-05
83,4096.88,0.51076,0.34732,1.14579,0.67049,0.92847,0.77131,0.58334,0.63506,0.49542,1.12022,6.9972e-05,6.9972e-05,6.9972e-05
84,4146.07,0.50581,0.3713,1.13349,0.7704,0.90124,0.82899,0.64218,0.62194,0.49287,1.09916,6.2118e-05,6.2118e-05,6.2118e-05
85,4195.3,0.48611,0.35307,1.12,0.74639,0.90127,0.79379,0.6045,0.6686,0.52358,1.13072,5.4264e-05,5.4264e-05,5.4264e-05
86,4244.49,0.48079,0.33015,1.11145,0.73587,0.90038,0.81233,0.63387,0.58178,0.49404,1.09267,4.641e-05,4.641e-05,4.641e-05
87,4293.76,0.4822,0.33053,1.11395,0.81335,0.89313,0.8366,0.65413,0.59454,0.46757,1.08992,3.8556e-05,3.8556e-05,3.8556e-05
88,4342.98,0.46671,0.33111,1.10029,0.72693,0.91954,0.81719,0.64271,0.55411,0.46649,1.06796,3.0702e-05,3.0702e-05,3.0702e-05
89,4392.22,0.45075,0.31635,1.09427,0.805,0.88737,0.83502,0.65635,0.54753,0.47782,1.06117,2.2848e-05,2.2848e-05,2.2848e-05
90,4441.48,0.45675,0.31909,1.08741,0.80369,0.89323,0.83069,0.65352,0.5367,0.46618,1.04999,1.4994e-05,1.4994e-05,1.4994e-05
